행정동코드,자치구명,행정동명,평균전력사용량,평균생활인구,평균전력효율지표,지역분류
11620615,관악구,중앙동,3981.7535555555555,14683.787207601996,0.27158265482806787,중간
11620625,관악구,인헌동,4720.551583333333,23648.07394436566,0.19991513177106102,잉여가능
11620630,관악구,남현동,5566.128583333334,23308.85486218651,0.23911100053809026,잉여가능
11620645,관악구,서원동,7423.066499999999,21574.763239675005,0.3444709290484455,수요집중
11620655,관악구,신원동,3332.3663333333334,15964.16470340068,0.20897331621036386,잉여가능
11620665,관악구,서림동,4384.580916666667,17116.973566602104,0.2562298555708409,중간
11620685,관악구,신사동,4915.685750000001,20010.319066128453,0.24591642620141466,잉여가능
11620695,관악구,신림동,7010.766472222222,28100.348577063156,0.24968565580339108,잉여가능
11620715,관악구,난향동,2346.2253055555557,9944.826278555913,0.23570718006324873,잉여가능
11620725,관악구,조원동,10134.506694444444,28576.472270083046,0.35553218283273147,수요집중
11620735,관악구,대학동,22854.97475,33740.64030095966,0.6837420962829843,수요집중
11620745,관악구,삼성동,3385.192888888889,18929.893980045796,0.17896113895829122,잉여가능
11620765,관악구,미성동,5887.88925,20015.395659320664,0.2943074080617269,중간
11620775,관악구,난곡동,4266.616,16789.300852309672,0.2543551341277622,중간
11650510,서초구,서초1동,17402.11513888889,31585.316320266484,0.5516538204606307,수요집중
11650520,서초구,서초2동,19402.96325,45755.551696868664,0.4243933073518271,수요집중
11650530,서초구,서초3동,35644.29480555555,64093.07786379347,0.5567713868146587,수요집중
11650531,서초구,서초4동,18119.151944444442,40774.060949347826,0.4441736208025429,수요집중
11650540,서초구,잠원동,8679.024722222222,31396.621313380012,0.2766936460514746,중간
11650550,서초구,반포본동,662.5972222222222,4414.829196940697,0.15574596498751203,잉여가능
11650560,서초구,반포1동,9995.63488888889,32268.50076435528,0.3099783473146914,중간
11650570,서초구,반포2동,5341.331361111112,20509.29581039638,0.2639764003577014,중간
11650580,서초구,반포3동,5764.694222222222,25771.697034171244,0.22460694019972338,잉여가능
11650581,서초구,반포4동,21881.83738888889,44692.4217358286,0.49112205418799715,수요집중
11650590,서초구,방배본동,6414.378916666667,17365.85564609191,0.36975383043928967,수요집중
11650600,서초구,방배1동,5744.131055555556,19629.003523326533,0.2936466232115055,중간
11650610,서초구,방배2동,35655.370444444445,19799.577094656313,1.806585114950517,수요집중
11650620,서초구,방배3동,5808.204388888889,19495.584924725,0.30099697328871833,중간
11650621,서초구,방배4동,7614.849638888889,26396.2116475834,0.28868256449631985,중간
11650651,서초구,양재1동,17692.499694444447,53666.387842668024,0.33006857320829025,수요집중
11650652,서초구,양재2동,18905.316416666665,37932.05713316731,0.4993818186591523,수요집중
11650660,서초구,내곡동,7024.917666666666,24995.492578167137,0.28143308686837853,중간
11680510,강남구,신사동,14655.356333333333,35660.04078693816,0.4117624469443728,수요집중
11680521,강남구,논현1동,19230.446194444445,42219.84221831487,0.4560441220105991,수요집중
11680531,강남구,논현2동,29609.61830555556,45752.59040947022,0.648026589269442,수요집중
11680545,강남구,압구정동,20588.53325,41649.90439264898,0.49463070071875204,수요집중
11680565,강남구,청담동,22837.56863888889,40704.66737076742,0.5632923785241557,수요집중
11680580,강남구,삼성1동,32156.268444444446,40277.56559818783,0.7987282053507905,수요집중
11680590,강남구,삼성2동,15624.346277777779,39941.69304456978,0.3913299092781629,수요집중
11680600,강남구,대치1동,7377.751027777778,28523.265587699592,0.2586210109119123,중간
11680610,강남구,대치2동,21104.167583333336,50036.819676592844,0.42179453833786956,수요집중
11680630,강남구,대치4동,16771.843833333332,40384.371671749315,0.41433014269552704,수요집중
11680640,강남구,역삼1동,64199.64280555555,104018.18801867693,0.6182511768226734,수요집중
11680650,강남구,역삼2동,20342.223583333332,54062.014330525795,0.37634309005436245,수요집중
